F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,Classe
1,23,27,3,4,27,1.6428571428571428,1.9285714285714286,2,0,15,1,14,14,17,0.9953784385316868,2.342306555513176,0.56,9,13,14,13,0.8889686876112561,0.8112726208286106,1.0996288798814748,0.9767710236555246,0.8986438666546235,5.064826826335768,2.537704824272928,29.73440703260008,-0.08,33,45,24,4.414441303694972,Humana
1,22,28,4,5,24,1.6923076923076923,2.3333333333333335,1,1,10,1,13,12,17,0.9895875209335165,1.8894443627691184,0.5,9,16,12,12,0.8365012677171205,0.9101661204768638,1.1055415967851334,1.0583005244258363,1.0124048384175728,4.047252713132071,3.571428571428571,18.39500506084787,-0.12,31,49,27,4.604764945046352,Humana
0,26,24,2,3,40,1.2380952380952381,1.2,6,0,34,1,21,20,17,0.9988455357066628,4.798708159494593,0.82,5,4,20,20,0.9434164716336324,0.4259177099999599,0.6000000000000001,0.518543698182178,2.327659776991627,6.62011447744219,7.433021379904456,45.72522521199115,0.04,23,49,13,3.2700100369385985,Humana
0,26,24,2,2,45,1.1304347826086956,1.0434782608695652,7,0,42,0,23,23,16,0.9988455357066628,5.895218401382597,0.92,3,1,23,22,0.9434164716336324,0.33678116053977536,0.20393111999232305,0.2817713347133852,2.931763649279748,6.766599740752967,9.595238095238093,47.15970783378104,0.04,19,48,10,2.3266347815795863,Humana
-1,25,25,12,10,23,2.0833333333333335,2.0833333333333335,2,2,18,2,12,12,18,0.9999999997114609,2.5396062686959953,0.48,13,13,12,11,1.0,3.0127045804208703,2.4986107250941583,2.767620317569269,2.8500045263008924,6.569330443711872,9.67607259193381,45.30662711295821,0.0,27,37,21,3.942495522291783,Humana
0,27,23,5,4,23,2.25,1.9166666666666667,0,0,11,1,12,12,18,0.9953784385316868,1.857309882599024,0.48,15,11,11,12,0.8889686876112561,1.479019945774904,1.114924013354971,1.3202482931462383,1.041596501048247,4.545355441113316,2.7576228948746846,23.70337299196958,0.08,29,50,25,4.51205489055743,Aleatória
-1,25,25,4,4,28,1.6666666666666667,1.7857142857142858,2,0,15,0,15,14,17,0.9999999997114609,2.458373446000424,0.58,10,11,14,14,1.0,0.9428090415820634,0.8601138984851641,0.9057879680388756,1.1275148173291993,4.8507073279494985,3.3697668557025855,26.45162564172142,0.0,30,49,27,4.588354347173232,Humana
-1,25,25,2,2,42,1.1363636363636365,1.1904761904761905,5,0,36,0,22,21,17,0.9999999997114609,5.114723843962645,0.86,3,4,21,21,1.0,0.34317429251230674,0.39267672624930106,0.3691746015438964,1.8268282862112641,6.515912705720975,4.3373015873015826,44.602618566967024,0.0,22,49,12,3.230994305917858,Humana
1,24,26,4,5,29,1.6,1.7333333333333334,2,1,18,1,15,15,18,0.9988455357066628,2.7422618401604177,0.6,9,11,15,14,0.9434164716336324,0.8793937305515279,1.18133634311129,1.043498389499902,1.75365097943861,5.495541142444607,5.329029571012075,33.48234495246715,-0.04,31,47,27,4.637586140792589,Aleatória
1,21,29,4,5,24,1.6153846153846154,2.4166666666666665,2,1,12,1,13,12,17,0.9814538947451146,1.9313207915827966,0.5,8,17,12,12,0.7858751946471527,0.8355984993230934,1.3819269959814167,1.2,0.9722222222222222,4.75580578597033,2.7777777777777777,26.57407873268693,-0.16,31,49,23,4.348798912202495,Aleatória
0,26,24,5,4,26,2.0,1.7142857142857142,3,0,18,1,13,14,17,0.9988455357066628,2.6092910914652667,0.54,13,10,13,13,0.9434164716336324,1.4142135623730951,1.2205719636167902,1.3250773199998753,1.1327518580549225,6.087944532817666,2.5938647460937503,40.27182468615706,0.04,26,49,18,3.9930483040155336,Humana
1,19,31,3,9,19,1.9,3.1,0,1,5,6,10,10,16,0.9580420219377606,1.42828568570857,0.4,9,21,9,10,0.6896598793878495,0.7000000000000001,2.2113344387495983,1.746424919657298,2.478130496046905,4.011390593656711,9.789035205589897,19.02998846597463,-0.24,26,50,22,4.249014336859389,Aleatória
-1,25,25,5,4,24,1.9230769230769231,2.0833333333333335,0,0,12,1,13,12,18,0.9999999997114609,1.9313207915827966,0.5,12,13,12,12,1.0,1.2064913185660093,1.114924013354971,1.1661903789690602,0.907933686048576,4.722490158748122,2.8114186851211067,26.3325762421925,0.0,30,47,25,4.507151358183894,Aleatória
1,24,26,3,4,34,1.3333333333333333,1.5294117647058822,2,0,25,1,18,17,17,0.9988455357066628,3.5958309192730407,0.7,6,9,17,17,0.9434164716336324,0.5773502691896257,0.9150793638884732,0.766651877999928,1.7624563572654584,6.2348564386050755,5.251736111111108,41.81077657132911,-0.04,28,48,21,4.197049999347146,Humana
